File;Device_ID;season;diel;habitat;cluster;technophony;geophony;anthropophony;biophony;waterbirds;birdsong;other;avian;insect;amphibian;dominance
2025-04-04T04_40_11.156Z;cfc291d3;spring;dawn;Wetland;Loenderveen;self-noise;0;cars;songbirds, geese;1;1;0;1;0;0;biophony
2025-04-04T12_58_32.082Z;cfc291d3;spring;day;Wetland;Loenderveen;self-noise;wind;airplane;songbirds, gulls, coot, hoot? ;1;1;1;1;0;0;biophony
2025-04-11T03_50_39.565Z;cfc291d3;spring;dawn;Wetland;Loenderveen;self-noise;wind;motorcycles;songbirds;0;1;0;1;0;0;biophony
2025-05-02T17_48_55.515Z;cfc291d3;spring;day;Wetland;Loenderveen;self-noise;reed;airplane, cars, sirens;songbirds, other birdcalls;0;1;1;1;0;0;biophony
2025-05-04T03_19_45.167Z;cfc291d3;spring;dawn;Wetland;Loenderveen;self-noise;reed;0;geese, ducks, songbirds;1;1;0;1;0;0;biophony
2025-05-07T12_56_06.308Z;cfc291d3;spring;day;Wetland;Loenderveen;self-noise;reed;airplane;geese, songbirds, cuckoo;1;1;0;1;0;0;biophony
2025-05-07T20_44_14.544Z;cfc291d3;spring;dusk;Wetland;Loenderveen;self-noise;reed;motorcycles;geese;1;0;0;1;0;0;biophony
2025-05-09T19_50_34.764Z;cfc291d3;spring;dusk;Wetland;Loenderveen;self-noise, high pitch;0;motorcycles;frogs;0;0;0;0;0;1;biophony
2025-05-17T22_04_20.972Z;cfc291d3;spring;night;Wetland;Loenderveen;self-noise;reed;cars;gulls, coot;1;0;0;1;0;0;geophony
2025-05-28T20_48_15.283Z;cfc291d3;spring;dusk;Wetland;Loenderveen;self-noise, high pitch;0;cars;frogs;0;0;0;0;0;1;technophony
2025-07-20T20_18_46.169Z;cfc291d3;summer;dusk;Wetland;Loenderveen;self-noise;0;airplane;insects, duck;1;0;0;1;1;0;biophony
2025-07-25T08_53_25.632Z;cfc291d3;summer;day;Wetland;Loenderveen;self-noise;0;cars;birdcalls, fly;0;0;1;1;1;0;biophony
2025-07-27T22_50_46.571Z;cfc291d3;summer;night;Wetland;Loenderveen;self-noise;0;cars;insects, duck;1;0;0;1;1;0;biophony
2025-07-31T04_11_41.235Z;cfc291d3;summer;dawn;Wetland;Loenderveen;self-noise;0;airplane;geese, songbird;1;1;0;1;0;0;anthropophony
2025-08-12T03_36_54.696Z;cfc291d3;summer;dawn;Wetland;Loenderveen;self-noise;0;cars;geese, songbird;1;1;0;1;0;0;biophony
2025-08-12T19_43_24.747Z;cfc291d3;summer;dusk;Wetland;Loenderveen;self-noise;reed braking;0;gulls, insects, duck;1;0;0;1;1;0;biophony
2025-08-13T21_55_10.374Z;cfc291d3;summer;night;Wetland;Loenderveen;self-noise;0;cars;insects, gulls, duck;1;0;0;1;1;0;biophony
2025-08-15T02_23_59.794Z;cfc291d3;summer;night;Wetland;Loenderveen;self-noise;0;0;ducks, geese;1;0;0;1;0;0;biophony
2025-08-16T09_37_44.801Z;cfc291d3;summer;day;Wetland;Loenderveen;self-noise;reed;cars;birdcall;0;0;1;1;0;0;geophony
2025-08-24T13_05_41.432Z;cfc291d3;summer;day;Wetland;Loenderveen;self-noise;0;cars;songbird, coot, geese;1;1;0;1;0;0;biophony
2025-08-29T04_11_20.688Z;cfc291d3;summer;dawn;Wetland;Loenderveen;self-noise;0;cars;ducks, birdcall, geese;1;0;1;1;0;0;biophony
2025-08-31T19_24_10.179Z;cfc291d3;summer;dusk;Wetland;Loenderveen;self-noise;0;0;insects, ducks, gulls, geese;1;0;0;1;0;0;biophony
2025-05-19T02_02_59.138Z;cfc291d3;spring;dawn;Wetland;Loenderveen;self-noise;0;0;frogs, songbirds;0;1;0;1;0;1;biophony
2025-05-08T09_20_28.770Z;cfc291d3;spring;day;Wetland;Loenderveen;self-noise;0;0;songbirds, gull;1;1;0;1;0;0;biophony
2025-05-14T21_01_23.905Z;cfc291d3;spring;dusk;Wetland;Loenderveen;self-noise;reed moving;Car;Frogs;0;0;0;0;0;1;biophony
2025-03-22T03_17_23.829Z;cfc291d3;spring;night;Wetland;Loenderveen;self-noise;wind;0;0;0;0;0;0;0;0;geophony
2025-07-28T03_53_59.642Z;cfc291d3;summer;dawn;Wetland;Loenderveen;self-noise;0;0;birds;0;0;1;1;0;0;biophony
2025-07-28T09_41_19.706Z;cfc291d3;summer;day;Wetland;Loenderveen;self-noise;rain, reed, wind;airplane;0;0;0;0;0;0;0;geophony
2025-08-11T19_32_28.473Z;cfc291d3;summer;dusk;Wetland;Loenderveen;self-noise;0;cars;ducks, crickets;1;0;0;1;1;0;biophony
2025-07-31T22_18_58.105Z;cfc291d3;summer;night;Wetland;Loenderveen;self-noise;0;cars;gull;1;0;0;1;0;0;technophony
2025-03-23T09_46_30.420Z;fb104ba8;spring;day;Wetland;Loenderveen;self-noise;wind;airplane;coot, songbirds, geese;1;1;0;1;0;0;geophony
2025-04-03T03_28_25.901Z;fb104ba8;spring;night;Wetland;Loenderveen;self-noise;wind;0;gulls;1;0;0;1;0;0;geophony
2025-04-05T19_26_31.721Z;fb104ba8;spring;dusk;Wetland;Loenderveen;self-noise, high pitch;wind;0;geese;1;0;0;1;0;0;geophony
2025-04-13T23_49_52.610Z;fb104ba8;spring;night;Wetland;Loenderveen;self-noise;wind;0;insect, songbird, frog, geese;1;1;0;1;1;1;geophony
2025-04-20T19_04_53.930Z;fb104ba8;spring;dusk;Wetland;Loenderveen;self-noise;wind;airplane;cricket, gull;1;0;0;1;1;0;geophony
2025-04-24T03_26_58.103Z;fb104ba8;spring;dawn;Wetland;Loenderveen;self-noise;wind;airplane;songbirds;0;1;0;1;0;0;geophony
2025-04-29T17_56_59.319Z;fb104ba8;spring;day;Wetland;Loenderveen;self-noise;wind;airplane, motorcycle;fly, goose, songbirds;1;1;0;1;1;0;geophony
2025-05-11T20_53_20.955Z;fb104ba8;spring;dusk;Wetland;Loenderveen;self-noise, high pitch;wind;0;gulls;1;0;0;1;0;0;geophony
2025-05-19T02_57_52.971Z;fb104ba8;spring;dawn;Wetland;Loenderveen;self-noise;wind;motorcycles;songbirds, coot;1;1;0;1;0;0;biophony
2025-06-16T02_46_23.691Z;fb104ba8;spring;dawn;Wetland;Loenderveen;self-noise;wind;cars;insect, songbirds, gull, fly;1;1;0;1;1;0;biophony
2025-06-17T01_10_24.840Z;fb104ba8;spring;night;Wetland;Loenderveen;self-noise;0;0;insect, songbird;0;1;0;1;1;0;biophony
2025-06-19T05_35_02.413Z;fb104ba8;spring;day;Wetland;Loenderveen;self-noise;wind;airplane;songbirds;0;1;0;1;0;0;anthropophony
2025-06-22T11_55_08.503Z;fb104ba8;summer;day;Wetland;Loenderveen;self-noise;rain, wind;0;songbird, crow;0;1;1;1;0;0;geophony
2025-06-23T12_06_05.012Z;fb104ba8;summer;day;Wetland;Loenderveen;self-noise;reed, wind;0;songbird;0;1;0;1;0;0;geophony
2025-06-23T21_09_44.859Z;fb104ba8;summer;dusk;Wetland;Loenderveen;self-noise;wind, reed;0;0;0;0;0;0;0;0;geophony
2025-06-27T03_00_49.386Z;fb104ba8;summer;dawn;Wetland;Loenderveen;self-noise;0;0;insects, songbirds;0;1;0;1;0;1;biophony
2025-07-02T04_55_49.909Z;fb104ba8;summer;day;Wetland;Loenderveen;self-noise;0;cars;gulls, songbirds;1;1;0;1;0;0;biophony
2025-07-03T03_21_01.915Z;fb104ba8;summer;dawn;Wetland;Loenderveen;self-noise;wind, reed;0;songbirds;0;1;0;1;0;0;geophony
2025-07-15T23_54_15.122Z;fb104ba8;summer;night;Wetland;Loenderveen;self-noise;wind, reed;0;duck;1;0;0;1;0;0;geophony
2025-08-01T23_28_36.078Z;fb104ba8;summer;night;Wetland;Loenderveen;self-noise;wind;0;0;0;0;0;0;0;0;geophony
2025-08-04T19_44_39.378Z;fb104ba8;summer;dusk;Wetland;Loenderveen;self-noise;wind, reed;0;insects, geese;1;0;0;1;1;0;geophony
2025-08-13T20_12_13.695Z;fb104ba8;summer;dusk;Wetland;Loenderveen;self-noise;0;motorcycles;insects, gulls;1;0;0;1;1;0;biophony
2025-08-19T04_10_48.076Z;fb104ba8;summer;dawn;Wetland;Loenderveen;self-noise;wind, movement;motorcycles;coot, songbird;1;1;0;1;0;0;technophony
2025-08-22T21_50_30.103Z;fb104ba8;summer;night;Wetland;Loenderveen;self-noise;wind, reed;0;duck;1;0;0;1;0;0;geophony
2025-03-28T05_08_54.477Z;fb104ba8;spring;dawn;Wetland;Loenderveen;self-noise;wind;0;songbirds, crows;0;1;1;1;0;0;biophony
2025-05-19T11_16_14.366Z;fb104ba8;spring;day;Wetland;Loenderveen;self-noise;wind;airplane;songbirds, gull;1;1;0;1;0;0;geophony
2025-04-14T18_58_47.409Z;fb104ba8;spring;dusk;Wetland;Loenderveen;self-noise;wind;0;cricket, songbird, coot;1;1;0;1;1;0;geophony
2025-06-13T23_52_21.154Z;fb104ba8;spring;night;Wetland;Loenderveen;self-noise;wind, movement at the mic;0;frog, cricket;0;0;0;0;1;1;geophony
2025-06-24T03_13_22.292Z;fb104ba8;summer;dawn;Wetland;Loenderveen;self-noise;wind, reed;0;songbirds, coot;1;1;0;1;0;0;geophony
2025-07-05T18_48_57.947Z;fb104ba8;summer;day;Wetland;Loenderveen;self-noise;wind;0;insect, coot;1;0;0;1;1;0;geophony
2025-06-22T20_58_47.492Z;fb104ba8;summer;dusk;Wetland;Loenderveen;self-noise;wind, reed;0;0;0;0;0;0;0;0;geophony
2025-08-20T23_14_20.385Z;fb104ba8;summer;night;Wetland;Loenderveen;self-noise;wind;sirens;crickets, gull;1;0;0;1;1;0;geophony
2025-04-08T03_50_42.116Z;3a46c646;spring;dawn;Wetland;Onlanden;self-noise;0;0;gulls, songbirds, geese;1;1;0;1;0;0;biophony
2025-04-13T13_04_16.407Z;3a46c646;spring;day;Wetland;Onlanden;self-noise;wind;0;geese, coot;1;0;0;1;0;0;geophony
2025-04-15T17_12_54.006Z;3a46c646;spring;day;Wetland;Onlanden;self-noise;rain, wind;cars;gulls, songbirds;1;1;0;1;0;0;geophony
2025-04-19T15_46_00.400Z;3a46c646;spring;day;Wetland;Onlanden;self-noise;wind;cars;geese, songbird;1;1;0;1;0;0;geophony
2025-04-25T03_48_04.857Z;3a46c646;spring;dawn;Wetland;Onlanden;self-noise;wind;0;songbirds, geese, gulls;1;1;0;1;0;0;biophony
2025-05-12T01_07_26.089Z;3a46c646;spring;night;Wetland;Onlanden;self-noise;wind;0;songbirds;0;1;0;1;0;0;geophony
2025-05-18T19_52_03.042Z;3a46c646;spring;dusk;Wetland;Onlanden;self-noise;wind;0;frogs, songbirds, cricket, gull;1;1;0;1;1;1;technophony
2025-05-23T21_52_37.643Z;3a46c646;spring;night;Wetland;Onlanden;self-noise;0;0;duck;1;0;0;1;0;0;biophony
2025-06-04T23_35_04.909Z;3a46c646;spring;night;Wetland;Onlanden;self-noise;0;0;gulls, frogs, crows;1;0;1;1;0;1;biophony
2025-06-11T01_01_36.299Z;3a46c646;spring;dawn;Wetland;Onlanden;self-noise;0;0;frogs;0;0;0;0;0;1;biophony
2025-06-14T21_59_15.279Z;3a46c646;spring;dusk;Wetland;Onlanden;self-noise;0;0;frogs;0;0;0;0;0;1;biophony
2025-06-16T21_36_04.555Z;3a46c646;spring;dusk;Wetland;Onlanden;self-noise;0;0;gulls, geese;1;0;0;1;0;0;biophony
2025-07-13T10_46_03.316Z;3a46c646;summer;day;Wetland;Onlanden;self-noise, buzzing;wind;0;0;0;0;0;0;0;0;technophony
2025-07-14T21_16_19.025Z;3a46c646;summer;dusk;Wetland;Onlanden;self-noise;0;0;insects, frogs;0;0;0;0;1;0;biophony
2025-07-18T20_29_54.720Z;3a46c646;summer;dusk;Wetland;Onlanden;self-noise;wind;0;insects, frogs;0;0;0;0;1;1;biophony
2025-07-25T22_02_19.160Z;3a46c646;summer;night;Wetland;Onlanden;self-noise;0;0;frogs;0;0;0;0;0;1;biophony
2025-07-26T23_35_04.023Z;3a46c646;summer;night;Wetland;Onlanden;self-noise;rain, wind;0;frogs, mammal, geese;1;0;0;1;0;1;geophony
2025-07-27T02_07_18.982Z;3a46c646;summer;dawn;Wetland;Onlanden;self-noise;rain;0;frogs;0;0;0;0;0;1;geophony
2025-07-30T01_38_46.923Z;3a46c646;summer;night;Wetland;Onlanden;self-noise;0;0;frogs;0;0;0;0;0;1;biophony
2025-08-17T16_48_41.790Z;3a46c646;summer;day;Wetland;Onlanden;self-noise;wind;cars;insects, geese, coot;1;0;0;1;1;0;biophony
2025-08-30T04_06_17.744Z;3a46c646;summer;dawn;Wetland;Onlanden;self-noise;wind;0;gulls, songbirds;1;1;0;1;0;0;technophony
2025-09-01T06_49_23.028Z;3a46c646;summer;day;Wetland;Onlanden;self-noise;wind;0;birdcalls, songbird;0;1;1;1;0;0;biophony
2025-09-03T04_55_34.942Z;3a46c646;summer;dawn;Wetland;Onlanden;self-noise;wind;0;songbird;0;1;0;1;0;0;geophony
2025-09-13T19_06_14.093Z;3a46c646;summer;dusk;Wetland;Onlanden;self-noise;wind;0;gull, geese;1;0;0;1;0;0;geophony
2025-04-12T03_49_32.350Z;3a46c646;spring;dawn;Wetland;Onlanden;self-noise;0;0;songbirds, geese, crows;1;1;1;1;0;0;biophony
2025-05-30T04_47_29.162Z;3a46c646;spring;day;Wetland;Onlanden;self-noise;0;0;songbirds, geese;1;1;0;1;0;0;biophony
2025-05-02T19_41_23.078Z;3a46c646;spring;dusk;Wetland;Onlanden;self-noise;wind;0;songbird, gull;1;1;0;1;0;0;biophony
2025-04-06T02_28_11.820Z;3a46c646;spring;night;Wetland;Onlanden;self-noise;wind;0;gulls;1;0;0;1;0;0;geophony
2025-09-18T04_40_16.162Z;3a46c646;summer;dawn;Wetland;Onlanden;self-noise;wind;0;gulls, geese;1;0;0;1;0;0;biophony
2025-07-15T12_23_41.079Z;3a46c646;summer;day;Wetland;Onlanden;self-noise;wind;airplane;songbird;0;1;0;1;0;0;anthropophony
2025-07-31T20_13_28.354Z;3a46c646;summer;dusk;Wetland;Onlanden;self-noise;0;cars, motors;cricket, frogs;0;0;0;0;1;1;biophony
2025-09-13T01_12_44.408Z;3a46c646;summer;night;Wetland;Onlanden;self-noise;wind;0;gull;1;0;0;1;0;0;geophony
2025-04-01T18_50_08.504Z;6383061a;spring;dusk;Wetland;Onlanden;self-noise;wind, reed;airplane;geese;1;0;0;1;0;0;geophony
2025-04-13T03_24_34.622Z;6383061a;spring;night;Wetland;Onlanden;self-noise;rain;0;ducks, songbirds, geese;1;1;0;1;0;0;biophony
2025-04-13T15_59_41.066Z;6383061a;spring;day;Wetland;Onlanden;self-noise, ticking;wind, movement;0;gulls, songbird;1;1;0;1;0;0;geophony
2025-04-24T20_00_57.993Z;6383061a;spring;dusk;Wetland;Onlanden;self-noise, high pitch;0;cars;0;0;0;0;0;0;0;technophony
2025-05-05T02_54_46.706Z;6383061a;spring;dawn;Wetland;Onlanden;self-noise;wind;0;songbirds;0;1;0;1;0;0;biophony
2025-05-22T15_26_15.013Z;6383061a;spring;day;Wetland;Onlanden;self-noise;wind, rain, reed;0;0;0;0;0;0;0;0;geophony
2025-05-28T00_30_27.387Z;6383061a;spring;night;Wetland;Onlanden;self-noise;wind;0;frogs;0;0;0;0;0;1;geophony
2025-05-28T03_02_36.528Z;6383061a;spring;dawn;Wetland;Onlanden;self-noise;wind;0;frogs, songbirds, gulls;1;1;0;1;0;1;biophony
2025-05-30T03_10_25.053Z;6383061a;spring;dawn;Wetland;Onlanden;self-noise;wind, reed;0;gulls, geese, songbirds;1;1;0;1;0;0;biophony
2025-05-31T21_43_50.003Z;6383061a;spring;dusk;Wetland;Onlanden;self-noise;0;motorcycles;frogs;0;0;0;0;0;1;biophony
2025-06-01T00_29_56.844Z;6383061a;spring;night;Wetland;Onlanden;self-noise;wind;0;frogs, songbirds;0;1;0;1;0;1;biophony
2025-06-19T07_29_53.583Z;6383061a;spring;day;Wetland;Onlanden;self-noise;wind, reed ;0;songbirds, frogs;0;1;0;1;0;1;geophony
2025-06-25T21_41_57.633Z;6383061a;summer;dusk;Wetland;Onlanden;self-noise;wind;0;frogs, geese, duck;1;0;0;1;0;1;biophony
2025-06-30T21_06_06.931Z;6383061a;summer;dusk;Wetland;Onlanden;self-noise;wind;voices;frogs, insects;0;0;0;0;1;1;biophony
2025-07-01T17_30_39.049Z;6383061a;summer;day;Wetland;Onlanden;self-noise;0;0;insects, songbirds, crows;0;1;1;1;1;0;biophony
2025-07-01T22_02_29.063Z;6383061a;summer;dusk;Wetland;Onlanden;self-noise;wind;0;frogs, insects;0;0;0;0;1;1;biophony
2025-07-10T01_31_07.805Z;6383061a;summer;dawn;Wetland;Onlanden;self-noise;0;0;frogs, coot, gull, songbird;1;1;0;1;0;1;biophony
2025-07-11T02_28_29.676Z;6383061a;summer;dawn;Wetland;Onlanden;self-noise;0;0;frogs, songbirds;0;1;0;1;0;1;biophony
2025-07-14T11_04_39.183Z;6383061a;summer;day;Wetland;Onlanden;self-noise, ticking;wind;0;gulls, fly;1;0;0;1;1;0;technophony
2025-08-02T00_21_21.831Z;6383061a;summer;night;Wetland;Onlanden;self-noise;0;0;frogs;0;0;0;0;0;1;technophony
2025-08-02T04_54_19.077Z;6383061a;summer;day;Wetland;Onlanden;self-noise;rain;cars;gulls;1;0;0;1;0;0;geophony
2025-08-06T23_15_29.369Z;6383061a;summer;night;Wetland;Onlanden;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-08-13T21_16_16.144Z;6383061a;summer;night;Wetland;Onlanden;self-noise;0;0;insects, gulls;1;0;0;1;1;0;biophony
2025-08-21T03_51_12.814Z;6383061a;summer;dawn;Wetland;Onlanden;self-noise, high pitch;0;0;gulls;1;0;0;1;0;0;biophony
2025-05-24T02_49_00.492Z;6383061a;spring;dawn;Wetland;Onlanden;self-noise;0;0;songbirds, gull;1;1;0;1;0;0;biophony
2025-04-23T17_49_11.322Z;6383061a;spring;day;Wetland;Onlanden;self-noise;wind, rain;0;birdcall;0;0;1;1;0;0;geophony
2025-06-19T20_35_12.703Z;6383061a;spring;dusk;Wetland;Onlanden;self-noise;0;0;songbirds, gull;1;1;0;0;0;0;technophony
2025-05-28T00_45_33.543Z;6383061a;spring;night;Wetland;Onlanden;self-noise;wind, rain;0;birds, insects;0;0;1;1;1;0;geophony
2025-08-15T03_15_42.138Z;6383061a;summer;dawn;Wetland;Onlanden;self-noise;0;0;distant birdcall;0;0;1;1;0;0;technophony
2025-07-19T17_31_42.595Z;6383061a;summer;day;Wetland;Onlanden;self-noise;wind;0;birds, insects;0;0;1;1;1;0;geophony
2025-07-12T20_31_42.021Z;6383061a;summer;dusk;Wetland;Onlanden;self-noise;0;music, voices;crickets, gulls, fly;1;0;0;1;1;0;biophony
2025-08-26T00_28_19.357Z;6383061a;summer;night;Wetland;Onlanden;self-noise;0;0;distant duck;1;0;0;1;0;0;technophony
2025-04-02T19_00_51.948Z;9d07fc31;spring;dusk;Wetland;Onlanden;self-noise;wind;0;gulls, songbirds, geese;1;1;0;1;0;0;biophony
2025-04-27T20_33_54.425Z;9d07fc31;spring;night;Wetland;Onlanden;self-noise;0;0;geese, songbird;1;1;0;1;0;0;technophony
2025-05-06T19_26_32.791Z;9d07fc31;spring;dusk;Wetland;Onlanden;self-noise;0;0;gulls, insect;1;0;0;1;1;0;biophony
2025-05-07T03_46_03.579Z;9d07fc31;spring;dawn;Wetland;Onlanden;self-noise;0;0;songbirds, geese, gulls;1;1;0;1;0;0;biophony
2025-05-11T01_42_37.757Z;9d07fc31;spring;night;Wetland;Onlanden;self-noise;wind;0;insect;0;0;0;0;1;0;biophony
2025-05-12T02_25_11.351Z;9d07fc31;spring;dawn;Wetland;Onlanden;self-noise;wind;0;cricket, gulls, songbird;1;1;0;1;1;0;biophony
2025-05-24T09_38_36.203Z;9d07fc31;spring;day;Wetland;Onlanden;self-noise;wind, reed;0;fly, songbirds;0;1;0;1;1;0;geophony
2025-05-29T21_27_49.362Z;9d07fc31;spring;dusk;Wetland;Onlanden;self-noise;reed;0;frogs;0;0;0;0;0;1;geophony
2025-05-30T19_22_50.013Z;9d07fc31;spring;day;Wetland;Onlanden;self-noise;0;0;crows, songbirds;0;0;1;1;0;0;biophony
2025-06-05T23_35_01.823Z;9d07fc31;spring;night;Wetland;Onlanden;self-noise;rain, reed, wind;0;0;0;0;0;0;0;0;geophony
2025-06-12T03_12_53.868Z;9d07fc31;spring;dawn;Wetland;Onlanden;self-noise;wind;0;gulls;1;0;0;1;0;0;biophony
2025-06-18T11_28_49.628Z;9d07fc31;spring;day;Wetland;Onlanden;self-noise;wind, reed;0;geese, gulls, songbird;1;1;0;1;0;0;biophony
2025-06-21T00_56_04.195Z;9d07fc31;summer;dawn;Wetland;Onlanden;self-noise;0;0;songbirds, frogs, geese;1;1;0;1;0;1;biophony
2025-06-21T21_35_35.942Z;9d07fc31;summer;dusk;Wetland;Onlanden;self-noise;0;airplane;frogs, geese;1;0;0;1;0;1;biophony
2025-06-23T21_12_13.801Z;9d07fc31;summer;dusk;Wetland;Onlanden;self-noise;reed, wind;0;crows;0;0;1;1;0;0;geophony
2025-07-16T00_46_02.581Z;9d07fc31;summer;night;Wetland;Onlanden;self-noise;0;0;songbird;0;1;0;1;0;0;technophony
2025-07-17T05_29_57.592Z;9d07fc31;summer;day;Wetland;Onlanden;self-noise;wind;0;insect;0;0;0;0;1;0;geophony
2025-07-19T22_43_43.909Z;9d07fc31;summer;night;Wetland;Onlanden;self-noise;0;airplane;insects, frogs;0;0;0;0;1;1;biophony
2025-07-21T23_05_38.896Z;9d07fc31;summer;night;Wetland;Onlanden;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-07-27T09_06_34.003Z;9d07fc31;summer;day;Wetland;Onlanden;self-noise;wind;0;0;0;0;0;0;0;0;technophony
2025-08-26T03_51_50.908Z;9d07fc31;summer;dawn;Wetland;Onlanden;self-noise;0;0;duck, geese, birdcall;1;0;1;1;0;0;biophony
2025-08-26T04_22_03.218Z;9d07fc31;summer;dawn;Wetland;Onlanden;self-noise;0;0;gull, songbird;1;1;0;1;0;0;biophony
2025-09-05T07_02_03.211Z;9d07fc31;summer;day;Wetland;Onlanden;self-noise;wind, reed;cars;birdcall;0;0;1;1;0;0;geophony
2025-09-16T19_13_02.003Z;9d07fc31;summer;dusk;Wetland;Onlanden;self-noise;wind;cars;0;0;0;0;0;0;0;technophony
2025-05-07T02_30_33.027Z;9d07fc31;spring;dawn;Wetland;Onlanden;self-noise;0;0;songbirds, cricket, crows;0;1;1;1;1;0;biophony
2025-04-30T16_34_55.746Z;9d07fc31;spring;day;Wetland;Onlanden;self-noise;wind;0;crows, songbird;0;1;1;1;0;0;geophony
2025-05-05T20_30_56.511Z;9d07fc31;spring;dusk;Wetland;Onlanden;self-noise;wind;music;gulls;1;0;0;1;0;0;technophony
2025-04-19T00_57_37.166Z;9d07fc31;spring;night;Wetland;Onlanden;self-noise;0;0;bird, frogs;0;0;1;1;0;1;biophony
2025-06-26T02_27_15.071Z;9d07fc31;summer;dawn;Wetland;Onlanden;self-noise;0;0;birds;0;0;1;1;0;0;biophony
2025-07-24T17_21_07.675Z;9d07fc31;summer;day;Wetland;Onlanden;self-noise;wind, reed;0;crickets;0;0;0;0;1;0;geophony
2025-08-11T20_10_25.051Z;9d07fc31;summer;dusk;Wetland;Onlanden;self-noise;0;0;crickets, gull;1;0;0;1;1;0;biophony
2025-09-21T22_38_48.326Z;9d07fc31;summer;night;Wetland;Onlanden;self-noise;0;0;geese;1;0;0;1;0;0;technophony
2025-03-24T05_36_44.262Z;498873b2;spring;dawn;Wetland;OVP;self-noise;wind;airplane;songbirds, gull;1;1;0;1;0;0;geophony
2025-04-04T18_41_12.970Z;498873b2;spring;dusk;Wetland;OVP;self-noise;wind;0;songbirds, geese;1;1;0;1;0;0;geophony
2025-04-10T14_14_28.292Z;498873b2;spring;day;Wetland;OVP;self-noise;wind;0;geese, songbirds;1;1;0;1;0;0;geophony
2025-04-11T16_41_17.160Z;498873b2;spring;day;Wetland;OVP;self-noise;wind;airplane;songbirds, geese;1;1;0;1;0;0;biophony
2025-04-18T00_04_16.651Z;498873b2;spring;night;Wetland;OVP;self-noise;wind;0;0;0;0;0;0;0;0;geophony
2025-04-18T03_52_00.007Z;498873b2;spring;dawn;Wetland;OVP;self-noise;0;airplane;songbirds;0;1;0;1;0;0;biophony
2025-04-18T23_29_54.478Z;498873b2;spring;night;Wetland;OVP;self-noise;0;airplane;0;0;0;0;0;0;0;technophony
2025-04-30T17_23_43.855Z;498873b2;spring;day;Wetland;OVP;self-noise;wind, reed;0;songbirds;0;1;0;1;0;0;geophony
2025-05-04T20_23_18.526Z;498873b2;spring;dusk;Wetland;OVP;self-noise;wind;0;0;0;0;0;0;0;0;technophony
2025-05-14T00_38_36.216Z;498873b2;spring;night;Wetland;OVP;self-noise;wind;0;frogs;0;0;0;0;0;1;biophony
2025-05-28T21_04_50.071Z;498873b2;spring;dusk;Wetland;OVP;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-06-03T01_30_46.537Z;498873b2;spring;dawn;Wetland;OVP;self-noise;0;0;gulls, songbirds;1;1;0;1;0;0;biophony
2025-06-30T22_28_54.421Z;498873b2;summer;dusk;Wetland;OVP;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-07-01T13_21_02.195Z;498873b2;summer;day;Wetland;OVP;self-noise;wind, reed;airplane;songbirds;0;1;0;1;0;0;geophony
2025-07-04T20_41_33.257Z;498873b2;summer;dusk;Wetland;OVP;self-noise;wind;0;insects;0;0;0;0;1;0;biophony
2025-07-05T02_45_10.767Z;498873b2;summer;dawn;Wetland;OVP;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-07-07T18_58_24.004Z;498873b2;summer;day;Wetland;OVP;self-noise;wind, reed;airplane;0;0;0;0;0;0;0;geophony
2025-07-07T21_29_24.895Z;498873b2;summer;dusk;Wetland;OVP;self-noise;wind;0;insect;0;0;0;0;1;0;biophony
2025-07-23T18_51_53.711Z;498873b2;summer;day;Wetland;OVP;self-noise;wind, reed;0;insects;0;0;0;0;1;0;biophony
2025-07-28T23_07_39.556Z;498873b2;summer;night;Wetland;OVP;self-noise;wind, reed;0;insects;0;0;0;0;1;0;geophony
2025-08-05T03_42_57.500Z;498873b2;summer;dawn;Wetland;OVP;self-noise;wind, reed;0;geese;1;0;0;1;0;0;geophony
2025-08-16T23_14_19.240Z;498873b2;summer;night;Wetland;OVP;self-noise;wind, reed;0;0;0;0;0;0;0;0;geophony
2025-08-20T22_12_15.131Z;498873b2;summer;night;Wetland;OVP;self-noise;wind, reed;0;0;0;0;0;0;0;0;geophony
2025-08-21T04_15_52.704Z;498873b2;summer;dawn;Wetland;OVP;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-03-28T05_04_51.072Z;498873b2;spring;dawn;Wetland;OVP;self-noise;0;0;songbird, geese;1;1;0;1;0;0;biophony
2025-05-08T07_46_33.525Z;498873b2;spring;day;Wetland;OVP;self-noise;0;0;songbirds;0;1;0;1;0;0;biophony
2025-04-02T18_19_25.224Z;498873b2;spring;dusk;Wetland;OVP;self-noise;wind;0;songbird, geese;1;1;0;1;0;0;geophony
2025-05-24T22_52_10.697Z;498873b2;spring;night;Wetland;OVP;self-noise;wind;0;gulls;1;0;0;1;0;0;geophony
2025-08-09T03_44_28.626Z;498873b2;summer;dawn;Wetland;OVP;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-06-27T19_25_05.412Z;498873b2;summer;day;Wetland;OVP;self-noise;0;0;songbird, cricket;0;1;0;1;1;0;technophony
