File;Device_ID;season;diel;habitat;cluster;technophony;geophony;anthropophony;biophony;waterbirds;birdsong;other;avian;insect;amphibian;dominance
2025-07-14T21_30_19.955Z;498873b2;summer;dusk;Wetland;OVP;self-noise;0;0;cricket;0;0;0;0;1;0;biophony
2025-08-01T22_52_16.039Z;498873b2;summer;night;Wetland;OVP;self-noise;wind;0;0;0;0;0;0;0;0;geophony
2025-03-25T18_53_47.814Z;d593cb78;spring;dusk;Wetland;OVP;self-noise;wind, reed;0;0;0;0;0;0;0;0;geophony
2025-03-28T05_20_49.632Z;d593cb78;spring;dawn;Wetland;OVP;self-noise;0;0;songbirds, geese, coot, gulls;1;1;0;1;0;0;biophony
2025-04-24T20_20_51.807Z;d593cb78;spring;dusk;Wetland;OVP;self-noise;wind, reed;0;0;0;0;0;0;0;0;geophony
2025-04-29T10_42_14.053Z;d593cb78;spring;day;Wetland;OVP;self-noise, ticking;wind, reed;airplane;songbirds;0;1;0;1;0;0;biophony
2025-05-01T22_23_36.995Z;d593cb78;spring;night;Wetland;OVP;self-noise;0;airplane;geese, songbirds, frog;1;1;0;1;0;1;biophony
2025-05-07T13_25_05.014Z;d593cb78;spring;day;Wetland;OVP;self-noise;wind, reed;0;songbirds, birdcalls;0;1;1;1;0;0;geophony
2025-05-14T21_59_27.960Z;d593cb78;spring;night;Wetland;OVP;self-noise;wind, rain, reed;0;gulls;1;0;0;1;0;0;geophony
2025-05-16T14_18_03.376Z;d593cb78;spring;day;Wetland;OVP;self-noise;wind, rain, reed;0;gulls;1;0;0;1;0;0;geophony
2025-05-29T03_19_27.989Z;d593cb78;spring;dawn;Wetland;OVP;self-noise;0;0;songbirds, cricket, gulls;1;1;0;1;1;0;biophony
2025-05-30T21_37_39.194Z;d593cb78;spring;dusk;Wetland;OVP;self-noise, high pitch;0;0;gull;1;0;0;1;0;0;technophony
2025-06-01T03_06_53.511Z;d593cb78;spring;dawn;Wetland;OVP;self-noise;reed, wind;0;songbirds;0;1;0;1;0;0;geophony
2025-06-04T00_07_02.458Z;d593cb78;spring;night;Wetland;OVP;self-noise;wind, rain, reed;0;geese, songbird;1;1;0;1;0;0;geophony
2025-07-07T09_08_07.263Z;d593cb78;summer;day;Wetland;OVP;self-noise, buzzing;wind, reed;0;0;0;0;0;0;0;0;geophony
2025-08-07T20_03_03.144Z;d593cb78;summer;dusk;Wetland;OVP;self-noise;0;0;insects;0;0;0;0;1;0;technophony
2025-08-10T02_58_40.501Z;d593cb78;summer;dawn;Wetland;OVP;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-08-10T20_50_54.617Z;d593cb78;summer;dusk;Wetland;OVP;self-noise;0;0;geese;1;0;0;1;0;0;technophony
2025-08-13T03_46_34.566Z;d593cb78;summer;dawn;Wetland;OVP;self-noise;0;0;songbird;0;1;0;1;0;0;biophony
2025-08-18T20_02_19.905Z;d593cb78;summer;dusk;Wetland;OVP;self-noise;wind, reed;0;insects;0;0;0;0;1;0;geophony
2025-08-28T12_37_29.351Z;d593cb78;summer;day;Wetland;OVP;self-noise;wind, reed;0;insects;0;0;0;0;1;0;biophony
2025-09-03T02_53_43.511Z;d593cb78;summer;night;Wetland;OVP;self-noise;wind, reed;0;0;0;0;0;0;0;0;geophony
2025-09-03T22_01_25.699Z;d593cb78;summer;night;Wetland;OVP;self-noise;wind, reed;0;insects;0;0;0;0;1;0;geophony
2025-09-09T07_45_37.947Z;d593cb78;summer;day;Wetland;OVP;self-noise;rain;airplane;0;0;0;0;0;0;0;geophony
2025-09-16T05_00_26.425Z;d593cb78;summer;dawn;Wetland;OVP;self-noise;wind, reed;0;gulls;1;0;0;1;0;0;geophony
2025-09-18T02_51_15.287Z;d593cb78;summer;night;Wetland;OVP;self-noise;wind, reed;0;0;0;0;0;0;0;0;geophony
2025-04-13T03_58_52.701Z;d593cb78;spring;dawn;Wetland;OVP;self-noise;wind, rain;0;songbird, gull;1;1;0;1;0;0;geophony
2025-04-02T12_17_50.333Z;d593cb78;spring;day;Wetland;OVP;self-noise;wind;0;geese, gulls;1;0;0;1;0;0;geophony
2025-05-23T21_06_33.650Z;d593cb78;spring;dusk;Wetland;OVP;self-noise;reed moving, wind;0;gull;1;0;0;1;0;0;geophony
2025-03-23T20_32_46.347Z;d593cb78;spring;night;Wetland;OVP;self-noise;0;0;geese;1;0;0;1;0;0;biophony
2025-08-28T04_04_03.188Z;d593cb78;summer;dawn;Wetland;OVP;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-09-10T16_45_05.147Z;d593cb78;summer;day;Wetland;OVP;self-noise;wind;0;distant birdcall;0;0;1;1;0;0;geophony
2025-08-10T20_05_36.305Z;d593cb78;summer;dusk;Wetland;OVP;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-08-07T23_34_28.082Z;d593cb78;summer;night;Wetland;OVP;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-04-10T19_19_57.793Z;d7a35b3c;spring;dusk;Wetland;OVP;self-noise, high pitch;wind;airplane;geese;1;0;0;1;0;0;technophony
2025-04-23T21_58_15.151Z;d7a35b3c;spring;night;Wetland;OVP;self-noise;wind, reed;airplane;geese, frog, songbird;1;1;0;1;0;1;geophony
2025-05-01T19_23_57.679Z;d7a35b3c;spring;dusk;Wetland;OVP;self-noise, high pitch;0;airplane;geese, songbirds, coot;1;1;0;1;0;0;biophony
2025-05-03T08_41_19.819Z;d7a35b3c;spring;day;Wetland;OVP;self-noise;0;airplane;songbirds;0;1;0;1;0;0;biophony
2025-05-08T19_49_51.037Z;d7a35b3c;spring;dusk;Wetland;OVP;self-noise, high pitch;0;airplane;songbirds, geese;1;1;0;1;0;0;biophony
2025-05-13T16_57_57.827Z;d7a35b3c;spring;day;Wetland;OVP;self-noise;reed, wind;0;songbirds, gulls, geese;1;1;0;1;0;0;biophony
2025-05-15T23_52_27.346Z;d7a35b3c;spring;night;Wetland;OVP;self-noise;wind, reed;0;gulls;1;0;0;1;0;0;geophony
2025-05-19T03_27_41.159Z;d7a35b3c;spring;dawn;Wetland;OVP;self-noise;0;0;geese, songbirds;1;1;0;1;0;0;biophony
2025-05-27T02_09_01.452Z;d7a35b3c;spring;dawn;Wetland;OVP;self-noise;wind, rain, reed;0;songbirds, geese;1;1;0;1;0;0;geophony
2025-06-01T01_46_59.129Z;d7a35b3c;spring;dawn;Wetland;OVP;self-noise;0;0;songbirds, gulls, geese;1;1;0;1;0;0;biophony
2025-06-01T10_51_48.645Z;d7a35b3c;spring;day;Wetland;OVP;self-noise;reed, wind;0;songbirds, geese, fly;1;1;0;1;1;0;biophony
2025-06-01T23_57_04.890Z;d7a35b3c;spring;night;Wetland;OVP;self-noise;wind, reed;0;geese, gulls;1;0;0;1;0;0;biophony
2025-08-22T04_24_32.586Z;d7a35b3c;summer;dawn;Wetland;OVP;self-noise;reed;0;0;0;0;0;0;0;0;geophony
2025-08-25T19_02_57.700Z;d7a35b3c;summer;dusk;Wetland;OVP;self-noise;0;airplane;crickets, crow;0;0;1;1;1;0;biophony
2025-08-28T19_05_29.937Z;d7a35b3c;summer;dusk;Wetland;OVP;self-noise, high pitch;wind;cars;0;0;0;0;0;0;0;anthropophony
2025-08-30T23_13_52.989Z;d7a35b3c;summer;night;Wetland;OVP;self-noise;wind;0;insects;0;0;0;0;1;0;geophony
2025-09-03T17_14_52.386Z;d7a35b3c;summer;day;Wetland;OVP;self-noise;wind, reed;0;0;0;0;0;0;0;0;geophony
2025-09-03T19_30_47.036Z;d7a35b3c;summer;dusk;Wetland;OVP;self-noise;wind;0;crows;0;0;1;1;0;0;geophony
2025-09-05T04_46_31.481Z;d7a35b3c;summer;dawn;Wetland;OVP;self-noise;wind;cars;songbirds, geese;1;1;0;1;0;0;biophony
2025-09-10T05_10_57.903Z;d7a35b3c;summer;dawn;Wetland;OVP;self-noise;0;cars;songbird;0;1;0;1;0;0;anthropophony
2025-09-12T01_30_00.354Z;d7a35b3c;summer;night;Wetland;OVP;self-noise;wind;0;0;0;0;0;0;0;0;technophony
2025-09-13T13_01_39.009Z;d7a35b3c;summer;day;Wetland;OVP;self-noise, ticking;wind;0;gull;1;0;0;1;0;0;geophony
2025-09-16T16_06_30.601Z;d7a35b3c;summer;day;Wetland;OVP;self-noise;reed;airplane;geese, songbird;1;1;0;1;0;0;geophony
2025-09-17T19_48_52.238Z;d7a35b3c;summer;night;Wetland;OVP;self-noise;wind, reed;cars;0;0;0;0;0;0;0;geophony
2025-03-24T04_54_45.998Z;d7a35b3c;spring;dawn;Wetland;OVP;self-noise;0;car;songbirds, geese;1;1;0;1;0;0;biophony
2025-04-12T14_54_52.408Z;d7a35b3c;spring;day;Wetland;OVP;self-noise;wind, rain;airplane;songbirds, geese, gull;1;1;0;1;0;0;geophony
2025-03-27T19_03_01.741Z;d7a35b3c;spring;dusk;Wetland;OVP;self-noise;0;0;geese;1;0;0;1;0;0;biophony
2025-04-14T21_04_06.732Z;d7a35b3c;spring;night;Wetland;OVP;self-noise;0;0;crows, coot ?;0;0;1;1;0;0;technophony
2025-08-23T03_35_01.635Z;d7a35b3c;summer;dawn;Wetland;OVP;self-noise;reed;0;0;0;0;0;0;0;0;technophony
2025-09-03T11_12_26.035Z;d7a35b3c;summer;day;Wetland;OVP;self-noise;wind, reed;0;0;0;0;0;0;0;0;geophony
2025-08-29T18_46_12.241Z;d7a35b3c;summer;dusk;Wetland;OVP;self-noise;0;car;songbird;0;1;0;1;0;0;biophony
2025-09-19T01_16_55.907Z;d7a35b3c;summer;night;Wetland;OVP;self-noise;wind;airplane;0;0;0;0;0;0;0;geophony
2025-03-26T01_58_38.210Z;f0dc521c;spring;night;Wetland;OVP;self-noise;wind, reed;airplane;coot;1;0;0;1;0;0;geophony
2025-04-01T15_35_10.062Z;f0dc521c;spring;day;Wetland;OVP;self-noise, ticking;wind, reed;airplane;geese, songbird;1;1;0;1;0;0;geophony
2025-04-04T05_03_31.325Z;f0dc521c;spring;dawn;Wetland;OVP;self-noise;0;0;songbirds, geese;1;1;0;1;0;0;biophony
2025-04-07T19_26_47.663Z;f0dc521c;spring;dusk;Wetland;OVP;self-noise, high pitch;wind;airplane;0;0;0;0;0;0;0;technophony
2025-04-09T19_03_23.396Z;f0dc521c;spring;dusk;Wetland;OVP;self-noise, high pitch;wind;0;geese, gull;1;0;0;1;0;0;geophony
2025-04-13T02_55_21.883Z;f0dc521c;spring;night;Wetland;OVP;self-noise;wind, rain;airplane;frog;0;0;0;0;0;1;geophony
2025-04-18T04_41_24.187Z;f0dc521c;spring;dawn;Wetland;OVP;self-noise;0;0;songbirds, geese;1;1;0;1;0;0;biophony
2025-05-08T20_39_56.041Z;f0dc521c;spring;dusk;Wetland;OVP;self-noise, high pitch;0;airplane;geese;1;0;0;1;0;0;anthropophony
2025-05-10T02_24_16.549Z;f0dc521c;spring;dawn;Wetland;OVP;self-noise;0;0;gull, cricket, songbird;1;1;0;1;1;0;biophony
2025-05-14T12_56_52.991Z;f0dc521c;spring;day;Wetland;OVP;self-noise;wind;0;songbirds, geese, gulls;1;1;0;1;0;0;biophony
2025-05-16T00_27_22.679Z;f0dc521c;spring;night;Wetland;OVP;self-noise;0;0;songbird;1;0;0;1;0;0;technophony
2025-05-21T09_56_35.775Z;f0dc521c;spring;day;Wetland;OVP;self-noise;wind, reed;0;songbirds, geese;1;1;0;1;0;0;geophony
2025-08-25T03_52_22.604Z;f0dc521c;summer;dawn;Wetland;OVP;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-08-26T19_24_28.494Z;f0dc521c;summer;dusk;Wetland;OVP;self-noise;0;airplane;geese, insects;1;0;0;1;1;0;biophony
2025-08-29T18_56_46.456Z;f0dc521c;summer;dusk;Wetland;OVP;self-noise;0;airplane;birdcall;0;0;1;0;0;0;anthropophony
2025-08-30T20_38_17.967Z;f0dc521c;summer;night;Wetland;OVP;self-noise, high pitch;wind;0;insects;0;0;0;0;1;0;biophony
2025-09-06T11_45_39.519Z;f0dc521c;summer;day;Wetland;OVP;self-noise, ticking;0;airplane;birdcall;0;0;1;1;0;0;technophony
2025-09-11T21_59_02.340Z;f0dc521c;summer;night;Wetland;OVP;self-noise;wind, reed;0;0;0;0;0;0;0;0;geophony
2025-09-12T09_19_47.840Z;f0dc521c;summer;day;Wetland;OVP;self-noise;wind, reed;cars;songbird;0;1;0;0;0;0;geophony
2025-09-19T04_25_46.697Z;f0dc521c;summer;dawn;Wetland;OVP;self-noise;wind;cars;birdcall;0;0;1;1;0;0;technophony
2025-09-19T05_26_11.085Z;f0dc521c;summer;dawn;Wetland;OVP;self-noise;0;cars;songbirds, geese, mammals;1;1;0;1;0;0;biophony
2025-09-20T02_35_53.444Z;f0dc521c;summer;night;Wetland;OVP;self-noise;wind;0;0;0;0;0;0;0;0;technophony
2025-09-20T08_38_19.279Z;f0dc521c;summer;day;Wetland;OVP;self-noise;0;airplane;songbirds;0;1;0;1;0;0;biophony
2025-09-20T18_12_10.384Z;f0dc521c;summer;dusk;Wetland;OVP;self-noise;wind;0;mammal, birdcall;0;0;1;1;0;0;technophony
2025-05-06T02_56_07.986Z;f0dc521c;spring;dawn;Wetland;OVP;self-noise;0;0;gulls, songbird;1;1;0;1;0;0;technophony
2025-03-27T06_12_20.406Z;f0dc521c;spring;day;Wetland;OVP;self-noise;reed snapping;0;songbird, geese;1;1;0;1;0;0;geophony
2025-04-15T19_53_55.180Z;f0dc521c;spring;dusk;Wetland;OVP;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-04-16T02_27_44.987Z;f0dc521c;spring;night;Wetland;OVP;self-noise;0;0;songbirds;0;1;0;1;0;0;technophony
2025-08-29T04_36_00.041Z;f0dc521c;summer;dawn;Wetland;OVP;self-noise;0;0;songbird;0;1;0;1;0;0;technophony
2025-08-22T17_40_24.990Z;f0dc521c;summer;day;Wetland;OVP;self-noise;wind, reed;0;0;0;0;0;0;0;0;geophony
2025-08-29T19_57_10.867Z;f0dc521c;summer;dusk;Wetland;OVP;self-noise;wind;0;0;0;0;0;0;0;0;technophony
2025-09-01T02_17_34.373Z;f0dc521c;summer;night;Wetland;OVP;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-03-25T18_55_55.157Z;30d19c18;spring;dusk;Forest;Veluwe;self-noise;wind;car;0;0;0;0;0;0;0;technophony
2025-03-29T23_10_57.546Z;30d19c18;spring;night;Forest;Veluwe;self-noise;0;car;0;0;0;0;0;0;0;technophony
2025-04-07T07_42_31.348Z;30d19c18;spring;day;Forest;Veluwe;self-noise;0;0;songbirds, woodpecker;0;1;1;1;0;0;biophony
2025-04-16T19_39_50.955Z;30d19c18;spring;dusk;Forest;Veluwe;self-noise;0;cars;0;0;0;0;0;0;0;technophony
2025-04-17T04_14_27.750Z;30d19c18;spring;dawn;Forest;Veluwe;self-noise;0;cars;songbirds;0;1;0;1;0;0;biophony
2025-04-19T03_20_45.260Z;30d19c18;spring;dawn;Forest;Veluwe;self-noise;0;cars;0;0;0;0;0;0;0;technophony
2025-05-03T23_00_24.644Z;30d19c18;spring;night;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-05-17T04_54_49.523Z;30d19c18;spring;day;Forest;Veluwe;self-noise;0;0;songbirds;0;1;0;1;0;0;biophony
2025-05-26T16_06_53.304Z;30d19c18;spring;day;Forest;Veluwe;self-noise;wind;cars;songbirds;0;1;0;1;0;0;biophony
2025-06-02T01_00_34.060Z;30d19c18;spring;night;Forest;Veluwe;self-noise;0;cars;0;0;0;0;0;0;0;technophony
2025-06-08T20_14_32.814Z;30d19c18;spring;dusk;Forest;Veluwe;self-noise;0;airplane;songbirds;0;1;0;1;0;0;technophony
2025-06-20T01_15_51.703Z;30d19c18;spring;dawn;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-06-26T21_01_01.014Z;30d19c18;summer;dusk;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-06-27T22_12_19.765Z;30d19c18;summer;dusk;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-07-01T12_26_36.460Z;30d19c18;summer;day;Forest;Veluwe;self-noise;wind;0;songbirds;0;1;0;1;0;0;technophony
2025-07-02T08_05_42.675Z;30d19c18;summer;day;Forest;Veluwe;self-noise;0;0;songbirds;0;1;0;1;0;0;biophony
2025-08-09T02_56_43.034Z;30d19c18;summer;dawn;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-08-12T07_46_11.538Z;30d19c18;summer;day;Forest;Veluwe;self-noise;0;airplane;songbird;0;1;0;1;0;0;technophony
2025-08-17T03_08_33.779Z;30d19c18;summer;dawn;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-08-17T03_23_39.879Z;30d19c18;summer;dawn;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-08-19T21_52_48.576Z;30d19c18;summer;night;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-09-03T18_44_12.092Z;30d19c18;summer;dusk;Forest;Veluwe;self-noise;0;cars;0;0;0;0;0;0;0;anthropophony
2025-09-11T01_17_44.614Z;30d19c18;summer;night;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-09-14T03_07_13.197Z;30d19c18;summer;night;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-05-02T03_41_47.821Z;30d19c18;spring;dawn;Forest;Veluwe;self-noise;0;0;songbird;0;1;0;1;0;0;biophony
2025-04-20T06_17_47.002Z;30d19c18;spring;day;Forest;Veluwe;self-noise;wind;0;songbirds;0;1;0;1;0;0;biophony
2025-06-08T21_14_56.861Z;30d19c18;spring;dusk;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-04-27T22_55_18.817Z;30d19c18;spring;night;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-07-24T03_57_31.982Z;30d19c18;summer;dawn;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-07-05T15_11_05.539Z;30d19c18;summer;day;Forest;Veluwe;self-noise;wind;0;0;0;0;0;0;0;0;technophony
2025-08-23T19_05_03.256Z;30d19c18;summer;dusk;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-09-16T23_22_03.611Z;30d19c18;summer;night;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-03-26T05_28_54.290Z;438d2740;spring;dawn;Forest;Veluwe;self-noise;0;cars;songbirds;0;1;0;1;0;0;biophony
2025-04-23T13_20_36.989Z;438d2740;spring;day;Forest;Veluwe;self-noise;0;cars;songbirds, fly;0;1;0;1;1;0;biophony
2025-04-30T03_02_20.807Z;438d2740;spring;dawn;Forest;Veluwe;self-noise;0;cars;0;0;0;0;0;0;0;anthropophony
2025-05-01T23_36_27.974Z;438d2740;spring;night;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-05-09T08_42_13.263Z;438d2740;spring;day;Forest;Veluwe;self-noise;0;cars;songbirds, fly;0;1;0;1;0;0;biophony
2025-05-14T09_01_22.883Z;438d2740;spring;day;Forest;Veluwe;self-noise;wind;motorcycles;songbirds;0;1;0;1;0;0;biophony
2025-05-27T22_27_42.711Z;438d2740;spring;night;Forest;Veluwe;self-noise;0;cars;0;0;0;0;0;0;0;anthropophony
2025-05-29T00_24_20.134Z;438d2740;spring;night;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-06-03T03_20_54.876Z;438d2740;spring;dawn;Forest;Veluwe;self-noise;0;cars;songbirds;0;1;0;1;0;0;anthropophony
2025-06-06T21_45_51.155Z;438d2740;spring;dusk;Forest;Veluwe;self-noise;0;cars;0;0;0;0;0;0;0;anthropophony
2025-06-14T20_42_14.816Z;438d2740;spring;dusk;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-06-19T21_06_39.031Z;438d2740;spring;dusk;Forest;Veluwe;self-noise;0;cars;0;0;0;0;0;0;0;technophony
2025-06-24T03_23_42.043Z;438d2740;summer;dawn;Forest;Veluwe;self-noise;0;cars;songbirds;0;1;0;1;0;0;biophony
2025-07-05T21_15_19.190Z;438d2740;summer;dusk;Forest;Veluwe;self-noise;0;cars;0;0;0;0;0;0;0;anthropophony
2025-07-06T23_57_15.906Z;438d2740;summer;night;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-07-10T03_17_16.204Z;438d2740;summer;dawn;Forest;Veluwe;self-noise;0;cars;0;0;0;0;0;0;0;anthropophony
2025-07-11T16_18_21.192Z;438d2740;summer;day;Forest;Veluwe;self-noise;0;0;songbird;0;1;0;1;0;0;biophony
2025-07-18T23_52_18.563Z;438d2740;summer;night;Forest;Veluwe;self-noise;0;cars;insects;0;0;0;0;1;0;biophony
2025-07-20T06_37_02.256Z;438d2740;summer;day;Forest;Veluwe;self-noise;0;cars;songbird;0;1;0;0;0;0;anthropophony
2025-08-01T00_28_29.795Z;438d2740;summer;night;Forest;Veluwe;self-noise;0;cars;0;0;0;0;0;0;0;technophony
2025-08-03T20_44_34.770Z;438d2740;summer;dusk;Forest;Veluwe;self-noise;0;cars;insects;0;0;0;0;1;0;biophony
2025-08-08T13_51_01.239Z;438d2740;summer;day;Forest;Veluwe;self-noise;0;0;insects;0;0;0;0;1;0;biophony
2025-08-29T19_30_53.239Z;438d2740;summer;dusk;Forest;Veluwe;self-noise;rain;cars;0;0;0;0;0;0;0;anthropophony
2025-09-07T04_58_45.339Z;438d2740;summer;dawn;Forest;Veluwe;self-noise;0;cars;0;0;0;0;0;0;0;anthropophony
2025-04-18T04_07_38.763Z;438d2740;spring;dawn;Forest;Veluwe;self-noise;0;0;songbirds;0;1;0;1;0;0;biophony
2025-05-24T05_03_12.524Z;438d2740;spring;day;Forest;Veluwe;self-noise;0;0;songbirds;0;1;0;1;0;0;biophony
2025-05-27T21_42_24.717Z;438d2740;spring;dusk;Forest;Veluwe;self-noise;0;car;0;0;0;0;0;0;0;technophony
2025-03-22T22_37_23.257Z;438d2740;spring;night;Forest;Veluwe;self-noise;0;car;0;0;0;0;0;0;0;technophony
2025-08-19T04_21_21.333Z;438d2740;summer;dawn;Forest;Veluwe;self-noise;0;cars;birdcalls;0;0;1;1;0;0;anthropophony
2025-07-07T18_20_48.961Z;438d2740;summer;day;Forest;Veluwe;self-noise;0;0;songbird;0;1;0;1;0;0;technophony
2025-08-23T20_11_05.632Z;438d2740;summer;dusk;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-08-19T22_58_50.744Z;438d2740;summer;night;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-03-23T18_06_45.710Z;63c64349;spring;dusk;Forest;Veluwe;self-noise;0;airplane;songbirds;0;1;0;1;0;0;biophony
2025-03-27T04_30_45.230Z;63c64349;spring;dawn;Forest;Veluwe;self-noise;0;0;songbirds;0;1;0;1;0;0;biophony
2025-04-08T21_51_39.532Z;63c64349;spring;night;Forest;Veluwe;self-noise, high pitch, buzzing;0;cars;0;0;0;0;0;0;0;technophony
2025-04-16T18_50_55.526Z;63c64349;spring;dusk;Forest;Veluwe;self-noise;0;cars;songbirds;0;1;0;1;0;0;technophony
2025-04-17T17_16_38.848Z;63c64349;spring;day;Forest;Veluwe;self-noise;0;0;songbirds;0;1;0;1;0;0;biophony
2025-04-22T12_25_23.955Z;63c64349;spring;day;Forest;Veluwe;self-noise;wind;cars;songbirds;0;1;0;1;0;0;biophony
2025-05-06T21_49_45.355Z;63c64349;spring;night;Forest;Veluwe;self-noise, high pitch;0;0;0;0;0;0;0;0;0;technophony
2025-05-10T01_09_59.398Z;63c64349;spring;night;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-05-11T05_23_57.260Z;63c64349;spring;day;Forest;Veluwe;self-noise;0;car;songbirds;0;1;0;1;0;0;biophony
2025-05-18T03_11_22.537Z;63c64349;spring;dawn;Forest;Veluwe;self-noise;0;0;songbirds;0;1;0;1;0;0;biophony
2025-06-05T03_16_25.157Z;63c64349;spring;dawn;Forest;Veluwe;self-noise;0;0;songbirds;0;1;0;1;0;0;biophony
2025-06-07T21_30_54.030Z;63c64349;spring;dusk;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-03-21T04_48_43.612Z;63c64349;spring;dawn;Forest;Veluwe;self-noise;0;0;songbird;0;1;0;1;0;0;technophony
2025-04-23T18_53_57.127Z;63c64349;spring;day;Forest;Veluwe;self-noise;0;0;songbirds;0;1;0;1;0;0;biophony
2025-06-07T21_15_47.930Z;63c64349;spring;dusk;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
2025-04-03T21_55_32.689Z;63c64349;spring;night;Forest;Veluwe;self-noise;0;0;0;0;0;0;0;0;0;technophony
