,bugg,File,Date,TQ ,CENT,ZCR,MEANt,VARt,SKEWt,KURTt,LEQt,BGNt,SNRt,MED,Ht,ACTtFraction,ACTtCount,ACTtMean,EVNtFraction,EVNtMean,EVNtCount,MEANf,VARf,SKEWf,KURTf,NBPEAKS,LEQf,ENRf,BGNf,SNRf,Hf,EAS,ECU,ECV,EPS,EPS_KURT,EPS_SKEW,ACI,NDSI,rBA,AnthroEnergy,BioEnergy,BI,ROU,ADI,AEI,LFC,MFC,HFC,ACTspFract,ACTspCount,ACTspMean,EVNspFract,EVNspMean,EVNspCount,TFSD,H_Havrda,H_Renyi,H_pairedShannon,H_gamma,H_GiniSimpson,RAOQ,AGI,nROI,aROI
0,bugg_RPiID-100000009d07fc31,2025-08-31T00_03_36.362Z.mp3,2025-08-31 00:03:36.362,17352.035910977283,9988.943651005198,15514.449999999999,-4.658716e-05,4.476578e-06,-0.030884079398980187,3.2941738288478373,84.37232971191406,-44.057014,0.2965049743652344,0.0062682927,0.9937418524832663,0.0216760209018773,112,4.139141142368317,0.009676795045480937,0.029024943310657598,0.3334603658536585,7.0775895e-05,3.1832177e-09,6.370382835012402,54.191912405247315,1,33.2062350243988,-53.77316512611819,-56.04500919508744,2.2718440689692514,0.791665875810924,0.003785327330352306,0.17383534790465027,0.15499616569561658,0.21116895189423224,18.00134502869693,3.8240238984765975,309.5796,-0.6098226,0.24237297,0.012163562,0.0029481186,5.326046981292517,0.026556233,2.3024676679831892,0.008469348599462734,0.12990420177758008,0.13297869036749957,0.18162830923220327,0.15474148882113822,799.39453125,6.18017315864563,0.007366751959930313,0.04413447765261293,0.1405429747767047,0.47739273,0.3325774612215658,3.044512987136841,5.923837,48395.48917165657,0.9711298178881407,1.148097408406673,1.2217499,4.001524390243903,0.06563346883468835
1,bugg_RPiID-100000009d07fc31,2025-08-31T00_18_42.559Z.mp3,2025-08-31 00:18:42.559,17261.770851349997,9977.494948035772,15678.566666666666,-4.6853e-05,4.1562566e-06,-0.05552166195658048,3.5842329370421018,84.05008316040039,-44.31664,0.2893867492675781,0.0060837036,0.9938226076139007,0.018966518289142635,98,4.460197389125824,0.008128507838203987,0.034829931972789115,0.23342225609756098,6.867e-05,2.7144451e-09,5.957962380300038,46.60906074964835,1,32.78199536320472,-54.19740440968941,-56.43787044967095,2.2404660399815413,0.8088428914852316,0.00323171687339896,0.0679235074872282,0.02974657776035239,0.18987496691207117,18.021892188770963,3.8117766809169877,308.7937,-0.57949334,0.26622882,0.01088806,0.0028987152,5.546303500566894,0.024490193,2.301865776029877,0.021000914758312738,0.12885396331166957,0.13291347581161067,0.17998085866818203,0.15335811979771583,792.248046875,6.002493500709534,0.006640095697831978,0.04285585979197909,0.12748208650661,0.48068956,0.33283702613941085,3.2548515796661377,6.033665,50537.991059590444,0.9761972613632679,1.1478707537458697,1.2166173,0.0,0.003478271389856756
2,bugg_RPiID-100000009d07fc31,2025-08-31T00_33_48.606Z.mp3,2025-08-31 00:33:48.606,17408.541146259264,10136.534779258312,15599.383333333333,-4.8215818e-05,5.7230654e-06,-0.06488438010388038,6.89820463032563,85.43881416320801,-43.979053,0.7514524459838867,0.006324807,0.982549235993417,0.06367331139926456,329,5.464531183242798,0.04799690342558544,0.041132491091674765,1.1671112804878048,7.286166e-05,3.1790157e-09,6.687136346322329,60.21303354955999,1,33.3600698788078,-53.61932980367449,-56.184091859391955,2.564762055717466,0.797395191186667,0.003176355827703592,0.06261532300025707,0.029250302708783926,0.18093320648803368,18.561919348094712,3.763966776648325,309.26697,-0.59078056,0.2572444,0.012299588,0.0031640003,5.035235615079365,0.028104061,2.296469818341917,0.06065603696412403,0.1312509781632771,0.13466184700044095,0.18320181975578187,0.15669045501838946,809.462890625,6.199147701263428,0.00887110433604336,0.04913820604676483,0.1668601760790401,0.47912678,0.33249686216004193,2.9938530921936035,5.959256,49833.375193215,0.9705736376345158,1.1642293854744545,1.2238411,0.0,0.0030245838172667443
3,bugg_RPiID-100000009d07fc31,2025-08-31T00_48_54.747Z.mp3,2025-08-31 00:48:54.747,17291.953279233538,9981.672767296463,15721.75,-4.5442473e-05,4.878491e-06,0.15797873562698958,19.139384440015576,84.74546432495117,-44.370083,0.5376996994018555,0.0060463846,0.9812799081113442,0.023224308109154247,120,7.059720754623413,0.014902264370040642,0.06876678876678877,0.21674923780487804,6.934037e-05,3.4762901e-09,6.914483501083717,62.58392748194256,1,33.254698029090065,-53.72470185881558,-56.46293303570402,2.7382311768884406,0.7664580347086604,0.0034823026051982175,0.07171751604107979,0.03147611684840945,0.20492854242295955,18.100816336565423,3.799946752343853,308.95712,-0.63653463,0.2220945,0.012934308,0.0028726386,5.872714710884353,0.02596047,2.104173182786082,0.3447424642963128,0.12996598051086894,0.13291761641833377,0.18082992295281627,0.15414110893341076,796.29296875,6.0863834619522095,0.007040474980642664,0.04411932597764347,0.13503851064292416,0.4791159,0.3321930823537211,2.838947296142578,5.7627306,45675.25872231559,0.963842511177063,1.1023112175615504,1.2178891,0.0,0.0
4,bugg_RPiID-100000009d07fc31,2025-08-31T01_04_00.951Z.mp3,2025-08-31 01:04:00.951,17572.47975985607,10111.308383767346,15430.066666666666,-4.7558824e-05,6.9628873e-06,0.4489920868544641,27.74341373653381,86.29006385803223,-44.000416,0.8994293212890625,0.0063092713,0.9718243077117869,0.06251209599380685,323,6.315321922302246,0.046642152119218114,0.043046223617652195,1.0837461890243902,7.1420014e-05,3.694114e-09,7.125584344731425,69.9948902752385,1,33.51442396872483,-53.464975952237396,-56.215323422565874,2.750347470328478,0.7659682281190031,0.0058631434676482685,0.11697552628176666,0.04905865860223024,0.2888961314623052,35.85603450130595,5.268885561799263,310.46442,-0.64065,0.21902902,0.013413156,0.0029378706,5.556778982426303,0.02981542,2.1561793348413927,0.29652985796567943,0.1287880659961615,0.13304597522675,0.1866205081425431,0.15749650660569103,813.626953125,6.323955655097961,0.00885976214672861,0.04550096953411373,0.16718588401595022,0.46982288,0.3318487931974232,2.707019090652466,5.7580094,45561.55256967026,0.9608986675739288,1.14944856979894,1.2250453,0.0,0.005066177893921797
5,bugg_RPiID-100000009d07fc31,2025-08-31T01_19_07.101Z.mp3,2025-08-31 01:19:07.101,17712.444756421944,10201.69415824129,16304.083333333334,-4.7380214e-05,4.931136e-06,0.2524043958055472,7.050313441262419,84.7922134399414,-44.069725,0.4457244873046875,0.006259128,0.9900813250286207,0.030191600541900523,156,5.117974281311035,0.018579446487323396,0.03715192743764172,0.5001905487804877,7.0894326e-05,2.8940286e-09,5.669495447597121,44.48243021545701,2,33.05937092180005,-53.92002954866213,-56.27949150954633,2.359461960884204,0.8129843865914754,0.00645987394022185,0.12488560094203127,0.05329405500828044,0.29595427233968297,35.52231082224256,5.3119825602517325,311.305,-0.5850692,0.26177463,0.01112407,0.0029119991,5.505566184807257,0.02668213,2.3002500328229436,0.037943821088083675,0.12986301595538755,0.13262363334099347,0.18762742195171797,0.15804924929829656,816.482421875,6.372970342636108,0.008939535544909021,0.04530561739555325,0.16887956528788267,0.46146637,0.3328506276011467,3.2687454223632812,6.05998,50290.68403243689,0.9771398771554232,1.2165488252215695,1.2268214,0.0,0.005255214382500968
6,bugg_RPiID-100000009d07fc31,2025-08-31T01_34_13.283Z.mp3,2025-08-31 01:34:13.283,17833.1447739902,10276.534651563086,16640.216666666667,-4.7649297e-05,4.851384e-06,-0.011335073618557246,4.428766481199561,84.72146034240723,-43.965233,0.44289398193359375,0.0063348794,0.9904005531831455,0.0371588929746468,192,4.741336107254028,0.019353590090961874,0.03869992441421013,0.5001905487804877,7.2314775e-05,3.0400016e-09,5.72645795577897,45.83156190092432,1,33.24685504543203,-53.732545250215715,-56.185227263954516,2.4526820137388015,0.8114501484723118,0.006727281216576175,0.12503549432966288,0.053627326923878615,0.30183291548055,47.269264972533584,5.80097546398437,311.3605,-0.5871456,0.26012385,0.0115030175,0.002992209,5.412512400793651,0.027396906,2.296755361450107,0.05991090904499412,0.12863155987182973,0.13338136437132134,0.18810097052533986,0.15884660520712351,820.6015625,6.4474403858184814,0.009369026446960898,0.046965060997720895,0.1757194319629946,0.45835072,0.33281252603046596,3.2307591438293457,6.050071,50071.82985909681,0.9765065405517817,1.230880303932787,1.2301767,0.0,0.006540662504839334
7,bugg_RPiID-100000009d07fc31,2025-08-31T01_49_19.464Z.mp3,2025-08-31 01:49:19.464,17617.905061141304,10124.466486183008,14519.383333333333,-5.0080984e-05,1.0134282e-05,0.11737358580386403,16.228061120063686,87.91975975036621,-43.65524,1.5158329010009766,0.006565053,0.9579845068084722,0.10528353009483259,544,6.786746978759766,0.08186568608476873,0.047679809787992876,1.7173208841463414,7.4569136e-05,6.2020495e-09,9.381264165701323,114.1144460908367,2,34.77713431254928,-52.2022653602307,-56.02728889394086,3.8250235337101657,0.6674628335169511,0.006357523133914911,0.12469637830938352,0.05371419875021943,0.28937366074467474,25.87674403223968,4.540746460052511,311.08612,-0.7351307,0.15265092,0.020042565,0.003059516,5.521124929138322,0.03812783,2.2339794705026503,0.2040759048901684,0.131218029505523,0.1337788626167392,0.18806109275071903,0.15882959192315138,820.513671875,6.5120625495910645,0.009739916037553233,0.04636805676708545,0.1815170332399943,0.4603745,0.32762174556652707,2.033323049545288,5.118381,36337.518984725975,0.9155447110533714,1.0456391243829228,1.2280447,0.0,0.007750496031746031
8,bugg_RPiID-100000009d07fc31,2025-08-31T02_05_33.081Z.mp3,2025-08-31 02:05:33.081,17699.86402351062,10204.434723009565,15296.833333333334,-5.1117167e-05,6.47936e-06,0.07008012868579444,8.660045083896454,85.97784042358398,-43.723312,0.8013496398925781,0.0065138005,0.9802271913669678,0.06851170892200503,354,5.56934118270874,0.04741629572285659,0.047407407407407405,1.0003810975609755,7.344027e-05,3.6212728e-09,6.848350829140172,64.74147106145438,1,33.62163522643081,-53.35776503443492,-55.97255672887067,2.614791694435752,0.7802070157492368,0.006482460615070407,0.1176442813958154,0.049884177875630265,0.2911446497654251,32.375688043104226,4.985122255239884,310.72562,-0.623726,0.2317349,0.013235861,0.003067211,4.836851969954648,0.030501723,2.2933997110953546,0.07468806562142376,0.12994950618199191,0.13393931112725949,0.1902809555379429,0.15998422679539293,826.478515625,6.493752598762512,0.010877159552845529,0.04901488594287448,0.20219948723378509,0.45974442,0.33218027496089536,2.833362579345703,5.849373,47202.133582367496,0.965603768825531,1.1865391095607956,1.2307425,0.0,0.007674881436314363
9,bugg_RPiID-100000009d07fc31,2025-08-31T02_20_40.052Z.mp3,2025-08-31 02:20:40.052,17648.277854859585,10168.702608332705,16106.733333333334,-4.671805e-05,5.199049e-06,0.18336036489539462,7.060867064785119,85.02182960510254,-44.055573,0.5418453216552734,0.0062693343,0.9863462886965387,0.04122314689374879,213,5.462173819541931,0.026707954325527385,0.04855081426509998,0.5502096036585366,7.132327e-05,3.1930254e-09,6.183736006825649,52.46868425472138,1,33.25242130634687,-53.72697859014407,-56.250840631810554,2.523862041666483,0.7960580834037589,0.006004586595808603,0.1218228952171938,0.051422519971350056,0.29421812634158584,42.63508299155617,5.593922770719214,310.14627,-0.6062084,0.24516848,0.012047193,0.002953592,5.69968608276644,0.027684387,2.2967598965219667,0.05995294763190486,0.13042726171942567,0.132796503671683,0.18605972693693829,0.15718875520228415,812.037109375,6.3156455755233765,0.008696812693573365,0.04561424508015041,0.16484078687019754,0.46949857,0.3326089788073053,3.0658087730407715,5.9518013,48540.52730639389,0.972226370126009,1.1976144304355718,1.2246549,0.0,0.00510398519163763
