,bugg,File,Date,TQ ,CENT,ZCR,MEANt,VARt,SKEWt,KURTt,LEQt,BGNt,SNRt,MED,Ht,ACTtFraction,ACTtCount,ACTtMean,EVNtFraction,EVNtMean,EVNtCount,MEANf,VARf,SKEWf,KURTf,NBPEAKS,LEQf,ENRf,BGNf,SNRf,Hf,EAS,ECU,ECV,EPS,EPS_KURT,EPS_SKEW,ACI,NDSI,rBA,AnthroEnergy,BioEnergy,BI,ROU,ADI,AEI,LFC,MFC,HFC,ACTspFract,ACTspCount,ACTspMean,EVNspFract,EVNspMean,EVNspCount,TFSD,H_Havrda,H_Renyi,H_pairedShannon,H_gamma,H_GiniSimpson,RAOQ,AGI,nROI,aROI
0,bugg_RPiID-100000003b425ce9,2025-08-31T00_04_34.017Z.mp3,2025-08-31 00:04:34.017,4723.7067305093,5586.591761319569,3013.35,-5.429995e-05,0.0069484715,0.4977687429090603,15.5587652482163,116.2796688079834,-21.004875,6.427497148513794,0.08907512,0.8602648871082206,0.3717824656473776,1921,10.363098382949829,0.34391329591639247,0.0790457076828177,4.351657774390244,0.0008046643,1.2282023e-05,7.515133015644858,64.80919132255242,1,65.18791974055267,-21.79148078821434,-31.134831323404782,9.343350535190442,0.3838770097644144,0.0028835977729352313,0.4391822614614046,0.3276117482249201,0.04014172076204103,10.73540042489519,2.5678784368523977,313.2086,-0.99847406,0.00076357304,30.965197,0.02364419,3.933405612244898,46.707363,0.37848238957236513,0.8760089741529565,0.292662333918172,0.170755515805731,0.21424999044594983,0.20506413629984516,1059.361328125,13.670405149459839,0.04461072093979868,0.060190805697544494,0.6397229588851117,0.48840255,0.3263025488704443,1.929422378540039,3.3275201,1254.05758264922,0.8733002543449402,0.013841890964905696,1.4867074,1.0003810975609757,0.05603041521486643
1,bugg_RPiID-100000003b425ce9,2025-08-31T00_19_40.128Z.mp3,2025-08-31 00:19:40.128,5880.431675256558,5518.494075125747,3040.633333333333,-8.023285e-05,0.0035127979,0.43869720611837437,20.66559358987128,113.31730842590332,-23.682299,6.167584657669067,0.065446295,0.8436468420145131,0.3551383781691504,1835,10.231790542602539,0.3237855622217921,0.07357383357383357,4.401676829268292,0.0005753875,6.3133184e-06,7.753267025857971,69.53620911049555,1,62.296650759678286,-24.682749317489208,-33.286143602250434,8.603394284761226,0.37693391727561537,0.0021996795764706034,0.45856099668640204,0.37541186502750057,0.0757393333789752,13.57454674858253,3.0828278623617544,313.61658,-0.9981613,0.00092021155,15.911608,0.014642045,2.7268819090136054,24.733824,0.22017526119699976,0.8887155199419112,0.2562664228465993,0.15896720846505638,0.1959053833334164,0.18636502492257068,962.76171875,13.303906917572021,0.03001483558362369,0.05699780370120901,0.453352877385157,0.47998643,0.32511739805340767,1.8515336513519287,3.2791367,1284.7143520838742,0.8645654916763306,0.013813339705500232,1.3930798,0.0,0.04665420538133953
2,bugg_RPiID-100000003b425ce9,2025-08-31T00_34_46.214Z.mp3,2025-08-31 00:34:46.214,3472.4246267673325,5230.127745854942,2757.733333333333,-7.9960126e-05,0.0048814258,0.7205801690942719,24.495593425357466,114.74623680114746,-22.833197,6.867821931838989,0.072167255,0.8289239770652961,0.34468743952003095,1781,11.117515563964844,0.3131410876717631,0.07454342583594285,4.201600609756097,0.0006613272,8.714897e-06,7.613535849687276,66.32642532473703,1,63.687377850217885,-23.292021960556895,-32.70004558216727,9.408023621610376,0.3791765710428664,0.005458952552001017,0.5622634496368157,0.5010303818143564,0.07467372822817497,13.50133415346444,3.085656062684996,315.05585,-0.99850494,0.0007481072,21.932106,0.016407566,3.184238591269841,34.040287,0.3071341209430766,0.8822703673207997,0.2655661814976813,0.15841029686079902,0.1987865525497683,0.18840056983159115,973.27734375,13.86988639831543,0.036941888671118854,0.060487707032463714,0.5343890120883878,0.4834057,0.3260046212623517,1.9086716175079346,3.296464,1140.5755479567679,0.870174840092659,0.010565352616169844,1.4344891,0.0,0.05803420199380565
3,bugg_RPiID-100000003b425ce9,2025-08-31T00_49_52.307Z.mp3,2025-08-31 00:49:52.307,3324.604487900571,5013.226178758514,2369.1,-6.976459e-05,0.00415816,0.5877758335904929,17.373200020581017,114.0497875213623,-22.314493,5.5086143016815186,0.076608226,0.8647872859639889,0.3499129088445907,1808,9.556052684783936,0.3175924133926843,0.07384485577176607,4.301638719512195,0.0005907508,7.370302e-06,7.742693677717146,68.43428666669557,1,62.947873299991315,-24.031526823181476,-32.23802380662932,8.206496983447845,0.3719047623807183,0.0019310087099149165,0.07869806215949826,0.062366316756209406,0.05476920123133566,14.011254202194625,3.079312946182757,313.10092,-0.9985918,0.0007046227,18.494068,0.01303134,2.8769109623015874,30.020716,0.20350125670028224,0.8897313916775378,0.26323918254380113,0.14893762383001982,0.1957010097384849,0.18313250096786682,946.0625,11.667993068695068,0.033539988022648085,0.05903867338983455,0.4898647371127782,0.4850073,0.3254733632008235,1.8736801147460938,3.24865,1072.6305519477285,0.8659038245677948,0.011196838776537281,1.383417,0.0,0.07327054297328688
4,bugg_RPiID-100000003b425ce9,2025-08-31T01_04_58.409Z.mp3,2025-08-31 01:04:58.409,11970.755537924819,6967.382764124906,4283.766666666666,-6.412447e-05,0.0006336062,0.3430855265167423,17.6106655215733,105.87899208068848,-31.325851,5.709844589233398,0.027146107,0.8604444111175524,0.3454615831236694,1785,9.803188443183899,0.3144958389781305,0.07039631773107254,4.468368902439024,0.00023615437,1.1230097e-06,9.169667938461002,94.31909483828774,1,54.78642284837839,-32.19297717629719,-41.03659809798441,8.843620921687219,0.32454391245755004,0.0019816312923552903,0.04387225262091132,0.02629152727800499,0.07656929788708267,18.120273489242734,3.6067734071056847,310.1093,-0.99586767,0.002070447,2.8132148,0.005824612,2.555689484126984,4.1634216,0.045416753609203143,0.898451044516192,0.18992841904102925,0.1380592148167471,0.1867700497973711,0.1671608080478126,863.552734375,9.78347361087799,0.01922274245063879,0.054554290445013406,0.3005307133869419,0.48431122,0.3191601298749447,1.5788949728012085,2.9255114,1581.4694010586718,0.8181344568729401,0.02947224985321442,1.2922341,0.0,0.036937729868370114
5,bugg_RPiID-100000003b425ce9,2025-08-31T01_20_04.519Z.mp3,2025-08-31 01:20:04.519,4681.636514006397,5472.916236316532,2959.6833333333334,-0.00010838185,0.0063756984,0.6427302557458646,17.21548137987103,115.90604782104492,-21.500217,6.7122883796691895,0.084137425,0.8512157393274922,0.36326688600735435,1877,10.752288103103638,0.3377201470872847,0.0773259940108359,4.368330792682927,0.00078277336,1.13761225e-05,7.534697038427834,65.37747248518845,1,64.85987688320978,-22.119522817719318,-31.341851802449078,9.22232898472976,0.38469522678048595,0.00464456866725016,0.596174577818422,0.44942855645513524,0.046524867436084416,12.526121968704812,2.871178174180821,313.74774,-0.9983486,0.00082641846,28.71194,0.023728078,3.9412099631519273,44.031548,0.3318733669758425,0.8801806479215017,0.2851294470391512,0.16766869349365762,0.20605427697440676,0.19832271704413473,1024.53515625,13.95128607749939,0.04783719572686798,0.06377726886793375,0.6713491995590815,0.4824862,0.32617833092808723,1.9206656217575073,3.332104,1299.1211527893568,0.8724027723073959,0.01406070386930111,1.4809911,0.0,0.06362968205574912
6,bugg_RPiID-100000003b425ce9,2025-08-31T01_35_10.601Z.mp3,2025-08-31 01:35:10.601,1387.2068385707826,4886.752698928413,2472.2666666666664,-7.0927235e-05,0.005726257,0.22751326554384294,22.121917884134334,115.43947219848633,-22.478355,6.965483665466309,0.07517653,0.8367354186207678,0.35475130636733115,1833,11.115365028381348,0.32475324172634024,0.0776157049805314,4.184927591463414,0.00069157116,1.0429784e-05,7.697836276792798,67.72886477393608,1,64.44957242699896,-22.529827888088366,-32.23435366674942,9.704525778661054,0.3742012658268728,0.004351020868605948,0.538450894856967,0.38243718962367834,0.058467467038253895,10.054886324196136,2.668571912829021,315.21448,-0.99895746,0.0005215196,26.155317,0.013640511,3.267951743197279,39.31456,0.3054375013113811,0.8823826667031692,0.2732308630077182,0.15672403477281527,0.19288298033194923,0.18521984187475804,956.845703125,14.017194509506226,0.03532298018292683,0.061064776859404646,0.49647660823205314,0.48484212,0.32566232855121297,1.8858476877212524,3.2636647,936.5405204576405,0.8670532256364822,0.0075238413635053255,1.4360358,0.0,0.055463305749128916
7,bugg_RPiID-100000003b425ce9,2025-08-31T01_50_16.707Z.mp3,2025-08-31 01:50:16.707,8838.421117638116,6149.574096287803,3334.7166666666667,-6.557727e-05,0.0013925203,0.41558685987649524,40.405353720166744,109.29879188537598,-28.511255,6.726835250854492,0.037535083,0.8115009460906643,0.34333268821366364,1774,10.970420837402344,0.3127540158699439,0.07243908631663734,4.318311737804878,0.00034427014,2.462155e-06,8.303167760954784,78.84197805844423,2,58.18943572488513,-28.78996376105697,-37.98577167288215,9.195807911825181,0.35430394323631786,0.0017842742977866033,0.5229066030722633,0.4628147151503714,0.058061081215719734,14.406963342607497,3.1899473078226377,311.18402,-0.997948,0.0010270359,6.177125,0.006344129,2.6962693098072563,9.286387,0.07915766377310662,0.8969477655849794,0.21422393555242547,0.14272567859368435,0.18904225216378467,0.1726693313250097,892.009765625,13.142474889755249,0.024601964769647697,0.05697905105107202,0.3721864595071621,0.48494518,0.3229657157013814,1.7352278232574463,3.1277354,1234.6914726987036,0.8466577082872391,0.015621444341565326,1.3504181,0.0,0.05327048248161054
8,bugg_RPiID-100000003b425ce9,2025-08-31T02_06_33.308Z.mp3,2025-08-31 02:06:33.308,8057.584638919904,5919.593929382774,2857.5166666666664,-6.637553e-05,0.0017681821,0.38579211903072674,16.31716758988475,110.33604621887207,-26.976276,6.130641460418701,0.04479054,0.8541967636663568,0.3481710857364041,1799,10.252339839935303,0.320301916005419,0.0716959420584154,4.468368902439024,0.00037915877,3.1249247e-06,8.32077695650911,78.09903442251797,1,59.21583127947626,-27.76356877517528,-36.316017019587065,8.552448244411785,0.349963521530576,0.001688162468098664,0.1624439242909732,0.15375073960344032,0.07155191517643811,15.987294932920342,3.3986254775733022,312.15268,-0.9980367,0.0009826369,7.8245115,0.007688654,2.520330392573696,11.731775,0.16967040811931386,0.8919916886186805,0.22556651098425873,0.1445340885799996,0.1897783294203267,0.17461640715737514,902.068359375,11.934734582901001,0.02308816056910569,0.05555885710131162,0.34358930264645604,0.48186168,0.32336238709588844,1.7547338008880615,3.1013985,1166.4774266404193,0.8476425856351852,0.015231687739397622,1.34529,0.0,0.05085081542779713
9,bugg_RPiID-100000003b425ce9,2025-08-31T02_21_39.389Z.mp3,2025-08-31 02:21:39.389,7911.455155938745,5693.650527487476,2892.4666666666667,-7.331484e-05,0.00264155,0.5061794438126792,15.552472899245396,112.0793628692627,-24.652824,5.714961290359497,0.05852735,0.8623860477702047,0.3514611960518676,1816,9.754889011383057,0.31875362879814206,0.07188583704158355,4.435022865853658,0.0004852775,4.634177e-06,8.104251365895951,74.98262615877789,1,60.947095709991316,-26.032303998693024,-34.37252856537094,8.340224566677918,0.3616918975153487,0.0021121759550292163,0.04691031833682302,0.03818041055906429,0.048727321719336913,11.580228456340851,2.8416278498802754,312.1698,-0.9978429,0.0010796929,11.650195,0.012578633,2.6757265093537415,18.088959,0.18203413563716475,0.8912056044493678,0.23991977001836878,0.16025804261098378,0.20821847703455573,0.19281608413182347,996.087890625,11.407709121704102,0.04090447154471545,0.05916290733402833,0.6351956185620613,0.48282766,0.32400204551716644,1.7878849506378174,3.1782093,1341.762969641173,0.8541863709688187,0.018456314822010645,1.3865687,0.0,0.08151253387533876
